iter	Logloss
230	0.1932751595
231	0.1923924348
232	0.1919372118
233	0.1912128477
234	0.1908679122
235	0.190161049
236	0.1901486846
237	0.1895882517
238	0.1891194088
239	0.1885829292
240	0.1883259903
241	0.1877683831
242	0.1868801834
243	0.186050886
244	0.1851449044
245	0.1844563924
246	0.1839161989
247	0.1830154788
248	0.1825344689
249	0.1819886249
250	0.181190975
251	0.1802407745
252	0.179512777
253	0.1789807489
254	0.1786836654
255	0.1782612069
256	0.1779591236
257	0.1773466611
258	0.1770525161
259	0.1761793521
260	0.1756669833
261	0.1751039589
262	0.1746991249
263	0.1741279563
264	0.1736634646
265	0.1733513424
266	0.1726856426
267	0.1722640818
268	0.1721620581
269	0.1715639183
270	0.1706850787
271	0.1696199944
272	0.1689237839
273	0.1683096983
274	0.1681527859
275	0.1675412057
276	0.1671338219
277	0.1668265004
278	0.1664174381
279	0.1661213207
280	0.1653836497
281	0.1648418789
282	0.1645854819
283	0.1641878716
284	0.1632959974
285	0.1629554308
286	0.1627263128
287	0.1622533581
288	0.1614170556
289	0.161154884
290	0.1607840174
291	0.1604557054
292	0.1601425262
293	0.1596183698
294	0.1596071167
295	0.1591134243
296	0.1584889366
297	0.1582601101
298	0.1576419351
299	0.1573858305
300	0.1573071017
301	0.1569774094
302	0.1565779825
303	0.1563008098
304	0.1559263031
305	0.1556915666
306	0.1547971033
307	0.1545144189
308	0.1538913189
309	0.15325057
310	0.1523396716
311	0.1520841085
312	0.1518190444
313	0.1514652215
314	0.1508283891
315	0.1502160405
316	0.1497450722
317	0.1491814717
318	0.1486055367
319	0.1482514865
320	0.147900477
321	0.1475753568
322	0.1471984821
323	0.14683129
324	0.1463607906
325	0.1460838208
326	0.1460750431
327	0.1458443445
328	0.1457206495
329	0.1454150374
330	0.1451363948
331	0.1448049004
332	0.1442592152
333	0.1440800774
334	0.1437817369
335	0.1433387514
336	0.1432506545
337	0.1429701532
338	0.1425884849
339	0.1422847131
340	0.1420819313
341	0.1419513468
342	0.1418931071
343	0.1414133739
344	0.1410108279
345	0.140517215
346	0.1402432689
347	0.1399856844
348	0.1397604303
349	0.1395057452
350	0.1389742118
351	0.1386814201
352	0.1383551601
353	0.1380294046
354	0.1378286667
355	0.1373239094
356	0.1369783673
357	0.1368112397
358	0.1366968186
359	0.1363278703
360	0.1359351287
361	0.1356221121
362	0.1356050221
363	0.1354403178
364	0.1351732963
365	0.1349256471
366	0.1349147627
367	0.1342859386
368	0.1338357616
369	0.1334958768
370	0.1332921637
371	0.1328521142
372	0.1328000995
373	0.1326368077
374	0.1323491222
375	0.1321818975
376	0.131382723
377	0.1311056705
378	0.1308993677
379	0.1303485841
380	0.1299989167
381	0.129621744
382	0.1291550045
383	0.1289467005
384	0.1286447511
385	0.128264057
386	0.1277659007
387	0.127761417
388	0.1272462235
389	0.1269411875
390	0.1266389616
391	0.1264817571
392	0.1260638952
393	0.1257331403
394	0.1255238541
395	0.1252146999
396	0.1250476186
397	0.1246969824
398	0.1244966241
399	0.1243718996
400	0.1240807549
401	0.1238666491
402	0.1235891548
403	0.1233403823
404	0.1229776334
405	0.1227669067
406	0.1224500067
407	0.1218787532
408	0.1214785884
409	0.1210915566
410	0.1209193292
411	0.1207992403
412	0.1205223977
413	0.1203488303
414	0.12018394
415	0.1200893342
416	0.1199098925
417	0.1194766938
418	0.118966446
419	0.1186693052
420	0.1183244632
421	0.1182039997
422	0.1180438378
423	0.1178658352
424	0.1174854741
425	0.11731156
426	0.1173051028
427	0.1171311767
428	0.1167258941
429	0.116460155
430	0.1163487243
431	0.1160778447
432	0.1157465007
433	0.1155029309
434	0.115365374
435	0.1151857269
436	0.1145976197
437	0.1143926278
438	0.114196353
439	0.1140211688
440	0.1137429159
441	0.1134680504
442	0.1133098094
443	0.1130408619
444	0.1129283574
445	0.1124858121
446	0.1123342605
447	0.1120478314
448	0.1116524183
449	0.1113853784
450	0.1112717865
451	0.1110320971
452	0.1107517355
453	0.1105122366
454	0.1103591026
455	0.1101829796
456	0.1100363225
457	0.1097855476
458	0.1094721313
459	0.109128347
460	0.1089442648
461	0.1086351423
462	0.1084572757
463	0.1081231654
464	0.1081030332
465	0.1078837641
466	0.1076727647
467	0.1075155606
468	0.1073081563
469	0.1070275075
470	0.1067743539
471	0.1063701129
472	0.1061555286
473	0.1059354172
474	0.1055855661
475	0.105165554
476	0.1049492488
477	0.104946057
478	0.104651488
479	0.1044213801
480	0.1040970655
481	0.1038198214
482	0.1038140091
483	0.1036040017
484	0.1031118333
485	0.1029673687
486	0.1026321157
487	0.102384119
488	0.1022993862
489	0.1021218353
490	0.1021154773
491	0.1018824604
492	0.1018796864
493	0.1017110995
494	0.1015652051
495	0.1011164869
496	0.1009578289
497	0.1007736731
498	0.1005889086
499	0.1005805333
500	0.1003607542
501	0.09991073887
502	0.0997001531
503	0.0996114234
504	0.09935302139
505	0.09926295024
506	0.0991803004
507	0.09904858363
508	0.09859591685
509	0.09837874672
510	0.09811563581
511	0.09788684493
512	0.0976328507
513	0.09745384291
514	0.09728777348
515	0.09719881331
516	0.09705646487
517	0.09682749109
518	0.09670346158
519	0.09656629092
520	0.09624782338
521	0.09616684674
522	0.09596103656
523	0.09577101075
524	0.09561757333
525	0.09552936847
526	0.09536955645
527	0.09529754662
528	0.09512912939
529	0.09490137857
530	0.09469438973
531	0.09453984005
532	0.09453691015
533	0.09427473491
534	0.0940993838
535	0.09387570038
536	0.09382651401
537	0.09357980231
538	0.09327404514
539	0.09321562962
540	0.09302690943
541	0.09272316637
542	0.09239781563
543	0.09214201426
544	0.09201356881
545	0.09184380331
546	0.09173717047
547	0.09141365656
548	0.09132150334
549	0.09122875517
550	0.09108289439
551	0.09107379367
552	0.09084045573
553	0.09058442621
554	0.09025430427
555	0.09009241269
556	0.09003497975
557	0.08976372262
558	0.08958451272
559	0.08942909692
560	0.089173712
561	0.08891079289
562	0.08862992893
563	0.08844551262
564	0.08812400762
565	0.08773174137
566	0.08759996921
567	0.08738497557
568	0.08716322233
569	0.08676902703
570	0.08632942528
571	0.08616108427
572	0.08597038709
573	0.08584449114
574	0.08569307583
575	0.08536337766
576	0.08524671514
577	0.08514572715
578	0.08472644381
579	0.08471305171
580	0.08454164757
581	0.08431008525
582	0.08402759264
583	0.08388274281
584	0.08381120226
585	0.08344691725
586	0.08323485823
587	0.08304956878
588	0.08273283568
589	0.0826497171
590	0.08244660045
591	0.08227143536
592	0.0820298888
593	0.08202329066
594	0.0818647412
595	0.08161773406
596	0.08148876284
597	0.08137168654
598	0.08119389032
599	0.08097468379
600	0.08096627774
601	0.08082056428
602	0.08065352235
603	0.08047422958
604	0.08019440665
605	0.08011288978
606	0.07988185394
607	0.0796988818
608	0.07946188058
609	0.07943513125
610	0.07921079572
611	0.07909546826
612	0.07889500028
613	0.07872716696
614	0.0786380573
615	0.07844804006
616	0.07814824612
617	0.07800857809
618	0.07774157546
619	0.07747538191
620	0.07737801457
621	0.07717220812
622	0.0770917629
623	0.07695145183
624	0.07668404802
625	0.07650831586
626	0.07635183584
627	0.07615984164
628	0.07593998006
629	0.07584816493
630	0.07573316562
631	0.07555106611
632	0.07536361094
633	0.07511007345
634	0.07501800631
635	0.07488889161
636	0.0746878376
637	0.07468606201
638	0.07465920051
639	0.07436929587
640	0.07421988476
641	0.07406455493
642	0.07385396608
643	0.07369918676
644	0.07352252647
645	0.07326879359
646	0.07316700591
647	0.07308204472
648	0.07296356594
649	0.0729166903
650	0.07258665291
651	0.07246467866
652	0.07231510191
653	0.07216467045
654	0.07203084255
655	0.07192619847
656	0.0718235647
657	0.07154793629
658	0.07142232915
659	0.07138524875
660	0.07125181289
661	0.07103270466
662	0.07093256374
663	0.07082864989
664	0.07057072096
665	0.0704281182
666	0.07030898158
667	0.0702154649
668	0.07010677578
669	0.06987179397
670	0.06964139893
671	0.06949103298
672	0.06934034075
673	0.06933144753
674	0.06914876248
675	0.06902625413
676	0.06889667254
677	0.06872136068
678	0.06844687317
679	0.06834722586
680	0.06825050103
681	0.06795944027
682	0.06774958116
683	0.06760899152
684	0.06738573469
685	0.06719181478
686	0.06690556682
687	0.06679849898
688	0.06664775673
689	0.06635570599
690	0.06620327582
691	0.06614091998
692	0.06606164513
693	0.06596856848
694	0.06587702168
695	0.06568842585
696	0.06546724793
697	0.0653651314
698	0.06526144818
699	0.06516519948
700	0.06506714646
701	0.0650207977
702	0.06491789357
703	0.06478583112
704	0.06462476661
705	0.06450142285
706	0.06437225772
707	0.06429051491
708	0.06412347472
709	0.06393049612
710	0.06378965431
711	0.06354953174
712	0.0634432581
713	0.06334116721
714	0.06320270063
715	0.06307489051
716	0.06288435962
717	0.06277763067
718	0.06266552389
719	0.06257156611
720	0.06238284661
721	0.06222726372
722	0.06206048784
723	0.06181869726
724	0.06168082913
725	0.06154726837
726	0.06137568181
727	0.06129733133
728	0.0610814673
729	0.06094409154
730	0.06078786706
731	0.0607398931
732	0.06058117521
733	0.06049008477
734	0.06036673316
735	0.06017801949
736	0.0600408974
737	0.05983834443
738	0.05972692307
739	0.05958817985
740	0.05947078786
741	0.05938409807
742	0.05926353669
743	0.05919651702
744	0.05904635592
745	0.05883213943
746	0.05866626762
747	0.05847825932
748	0.05833467498
749	0.05815744518
750	0.05804426152
751	0.0578932662
752	0.05779078963
753	0.05767721007
754	0.05752262287
755	0.05744210098
756	0.05736891379
757	0.05718445515
758	0.05706487824
759	0.05701454613
760	0.05690404226
761	0.05677822942
762	0.05666385455
763	0.05654922398
764	0.05651848856
765	0.05631360873
766	0.05607540801
767	0.05595828172
768	0.05587521253
769	0.0557889833
770	0.05562734609
771	0.05552749436
772	0.05537760059
773	0.05514246502
774	0.0549857346
775	0.05482831913
776	0.05467560425
777	0.05453008127
778	0.05438389858
779	0.05430498311
780	0.05415202452
781	0.05400052195
782	0.0539091564
783	0.05386455025
784	0.0537773781
785	0.05363603588
786	0.05355969079
787	0.05346629455
788	0.05333783527
789	0.05312638185
790	0.0530619434
791	0.05295013662
792	0.05283785218
793	0.05274830999
794	0.05255862692
795	0.0524725616
796	0.05226102193
797	0.05213045078
798	0.05196539425
799	0.05187546203
800	0.05173684429
801	0.05163359429
802	0.0515248147
803	0.0514121699
804	0.05129905455
805	0.05122977518
806	0.05110955854
807	0.05101887043
808	0.05092414995
809	0.05076535545
810	0.05068615025
811	0.05053745661
812	0.0503536055
813	0.05024672768
814	0.05014325672
815	0.05006174353
816	0.05000038543
817	0.04989666459
818	0.04971630506
819	0.04960241597
820	0.04946618752
821	0.04937524481
822	0.04931280051
823	0.04918461359
824	0.04906682706
825	0.04897008398
826	0.04889673228
827	0.04878976482
828	0.04872702292
829	0.04866482803
830	0.04839674768
831	0.04823927481
832	0.04810816591
833	0.04800723664
834	0.04790631081
835	0.0478220758
836	0.04773141478
837	0.04759497553
838	0.04745662612
839	0.04735225393
840	0.04728931635
841	0.04718097046
842	0.04711562207
843	0.04699592539
844	0.0468733446
845	0.04672787874
846	0.04660476573
847	0.04650334926
848	0.04640382091
849	0.04626230316
850	0.04617011408
851	0.045981235
852	0.04585025169
853	0.04579106994
854	0.04569342878
855	0.04559228091
856	0.04548294532
857	0.04539073787
858	0.04535174459
859	0.04527809565
860	0.04522531897
861	0.0451385778
862	0.04506360862
863	0.04493491254
864	0.0448539115
865	0.04474180819
866	0.04460536958
867	0.04448833221
868	0.04445145836
869	0.04437865086
870	0.04432823123
871	0.04420264048
872	0.04410796808
873	0.04401728722
874	0.04392564586
875	0.04382717438
876	0.04367574625
877	0.04361300794
878	0.04348295657
879	0.04342134379
880	0.04334568325
881	0.04323230768
882	0.04314829418
883	0.04302196894
884	0.04295030086
885	0.04281499737
886	0.04276750438
887	0.04264859368
888	0.04255649216
889	0.04239769148
890	0.04233493378
891	0.04217362656
892	0.04206118906
893	0.04191506004
894	0.04184307681
895	0.04176932226
896	0.04167120452
897	0.04158173316
898	0.04149525068
899	0.04143858555
900	0.04133882936
901	0.04121466325
902	0.041098411
903	0.04102318173
904	0.04095362956
905	0.0409229328
906	0.04077055073
907	0.04072426985
908	0.04062281206
909	0.04053468578
910	0.04047427356
911	0.04032206712
912	0.04019702485
913	0.04014091986
914	0.03996649211
915	0.03982611824
916	0.03973902517
917	0.03964320184
918	0.03952924557
919	0.03942102638
920	0.0393269968
921	0.03925030314
922	0.03914085986
923	0.03907332278
924	0.03892977708
925	0.03876968525
926	0.03869580677
927	0.03860808438
928	0.0385550551
929	0.03847839235
930	0.03834388022
931	0.03825355996
932	0.03811486551
933	0.03798023835
934	0.0378745882
935	0.0378212882
936	0.0377274469
937	0.03765189181
938	0.03755665766
939	0.03748694444
940	0.03739608448
941	0.03732693368
942	0.03728822305
943	0.03719547496
944	0.03710045635
945	0.03706693075
946	0.03700470926
947	0.03690410843
948	0.03684397148
949	0.03680887599
950	0.03672257978
951	0.0366868725
952	0.03660494308
953	0.03648796265
954	0.03642352914
955	0.03633786822
956	0.03627163393
957	0.03620399274
958	0.0360970508
959	0.03602122719
960	0.03597020455
961	0.03591835903
962	0.03580927919
963	0.03571987785
964	0.0356519396
965	0.03555158087
966	0.03551221869
967	0.03543485348
968	0.03536946482
969	0.03529398353
970	0.03518710986
971	0.03511461141
972	0.03504597072
973	0.03498354532
974	0.03491611295
975	0.03487955692
976	0.03480327944
977	0.03473848437
978	0.03468412802
979	0.03465091923
980	0.03459152268
981	0.03450728855
982	0.03441782234
983	0.03432216219
984	0.03425860171
985	0.03420395654
986	0.03413172394
987	0.03404793997
988	0.03395819775
989	0.03391594114
990	0.03387377899
991	0.0338008564
992	0.03372961631
993	0.03368912859
994	0.03363124269
995	0.03354002953
996	0.03346734321
997	0.0333638931
998	0.03330605742
999	0.03325753227
1000	0.03316368824
1001	0.03308137951
1002	0.03303014198
1003	0.03293987715
1004	0.03288416439
1005	0.03280221067
1006	0.03275869149
1007	0.03271658426
1008	0.03267133049
1009	0.03260489331
1010	0.03254520463
1011	0.0324804821
1012	0.03244115537
1013	0.03238489756
1014	0.03233077947
1015	0.03225270086
1016	0.03218110917
1017	0.03209612488
1018	0.03200175978
1019	0.03194187008
1020	0.03188633291
1021	0.03182203526
1022	0.03178150744
1023	0.03169607296
1024	0.03163026508
1025	0.03156277048
1026	0.03151523868
1027	0.03145087096
1028	0.03137398804
1029	0.03130999453
1030	0.03122717959
1031	0.03118014079
1032	0.03113288811
1033	0.03108172394
1034	0.0310296578
1035	0.03095239451
1036	0.03092577051
1037	0.03085888368
1038	0.03077561559
1039	0.03071779115
1040	0.0306489907
1041	0.03059475908
1042	0.03051510784
1043	0.03046746932
1044	0.03038425427
1045	0.03034989058
1046	0.0302986371
1047	0.03023767673
1048	0.03016703237
1049	0.03010098109
1050	0.03003447677
1051	0.02997797212
1052	0.02993909586
1053	0.02989572949
1054	0.02986299415
1055	0.02977489586
1056	0.02972435331
1057	0.02966265726
1058	0.0296381306
1059	0.02956954951
1060	0.02951558312
1061	0.0294630029
1062	0.02940174908
1063	0.02933511478
1064	0.02925860213
1065	0.0291937911
1066	0.02914277437
1067	0.02909591556
1068	0.02905067086
1069	0.02899885373
1070	0.02896281634
1071	0.02891172448
1072	0.02884619105
1073	0.02876551316
1074	0.0287243563
1075	0.02867562924
1076	0.02861108282
1077	0.02856783441
1078	0.02852290619
1079	0.02847629914
1080	0.0284178745
1081	0.02837375152
1082	0.02831870989
1083	0.02827429858
1084	0.02822690155
1085	0.02814562412
1086	0.02810873524
1087	0.02807288671
1088	0.02801294103
1089	0.02795187134
1090	0.02792907767
1091	0.0279008594
1092	0.02786207278
1093	0.02782185569
1094	0.02774964155
1095	0.02771165109
1096	0.02764881578
1097	0.0275968251
1098	0.027554928
1099	0.02752287769
1100	0.02748163024
1101	0.02746150548
1102	0.02740459114
1103	0.02734763564
1104	0.02730945065
1105	0.0272508801
1106	0.02719958536
1107	0.02715643451
1108	0.0271000614
1109	0.02704743424
1110	0.0270018882
1111	0.02694333892
1112	0.02689703509
1113	0.02683558804
1114	0.02677770223
1115	0.02674036048
1116	0.02669062981
1117	0.02664690802
1118	0.02656795061
1119	0.02651423367
1120	0.02647517076
1121	0.02643070803
1122	0.02639251934
1123	0.0263541385
1124	0.02631630027
1125	0.02624973027
1126	0.02620812276
1127	0.02616838489
1128	0.02612966814
1129	0.02607474739
1130	0.02602268662
1131	0.02595305595
1132	0.025912515
1133	0.02585908298
1134	0.02579451879
1135	0.02575892996
1136	0.02570380566
1137	0.02565791735
1138	0.0256041173
1139	0.02557837297
1140	0.02553250115
1141	0.02548148127
1142	0.02542607115
1143	0.02538737925
1144	0.02533386249
1145	0.02528909799
1146	0.0252487696
1147	0.02521559871
1148	0.02516128887
1149	0.02508771756
1150	0.02504749534
1151	0.02498772551
1152	0.02493330171
1153	0.02489738489
1154	0.02487496517
1155	0.02481433666
1156	0.02476501472
1157	0.02471065367
1158	0.02466364085
1159	0.02462651351
1160	0.02458987407
1161	0.0245406259
1162	0.024494381
1163	0.0244583237
1164	0.02442881984
1165	0.02437042874
1166	0.02433591968
1167	0.02429047379
1168	0.0242396646
1169	0.02419056705
1170	0.02413186237
1171	0.02407400642
1172	0.02401833135
1173	0.0239759722
1174	0.02392276863
1175	0.02386856078
1176	0.02384120317
1177	0.02379803787
1178	0.02376690368
1179	0.02372614004
1180	0.02368207101
1181	0.02364335959
1182	0.02359663718
1183	0.02354785027
1184	0.02351986531
1185	0.02346876797
1186	0.02342193147
1187	0.02337761636
1188	0.02333048615
1189	0.02328957944
1190	0.02325319175
1191	0.0232051837
1192	0.02315468463
1193	0.02311891267
1194	0.02306520828
1195	0.02301456893
1196	0.02298040182
1197	0.02291466223
1198	0.02286969665
1199	0.02278452242
1200	0.02273878411
1201	0.02270196209
1202	0.02265875994
1203	0.0226119834
1204	0.02256175181
1205	0.0225291168
1206	0.02249865648
1207	0.02246114528
1208	0.02242187437
1209	0.02235369488
1210	0.02230574107
1211	0.02225412049
1212	0.02219186245
1213	0.02214936662
1214	0.02211087724
1215	0.02206339216
1216	0.02202311996
1217	0.02199313615
1218	0.02196375315
1219	0.02192836669
1220	0.02189639758
1221	0.02186371543
1222	0.02181675395
1223	0.02177788107
1224	0.02173302839
1225	0.02168728921
1226	0.02165834339
1227	0.02162815424
1228	0.02156877169
1229	0.0215276042
1230	0.0214984895
1231	0.0214584828
1232	0.02142066023
1233	0.02137865005
1234	0.02134332358
1235	0.02131117733
1236	0.02128355325
1237	0.02123805231
1238	0.02120384619
1239	0.02118159553
1240	0.02114222675
1241	0.0211088106
1242	0.02107094414
1243	0.02104758935
1244	0.02101340528
1245	0.02098344848
1246	0.02095087747
1247	0.02091764489
1248	0.02087396094
1249	0.02084256435
1250	0.02081661793
1251	0.02078610008
1252	0.0207296437
1253	0.02069189931
1254	0.02063602113
1255	0.02060560244
1256	0.02057992686
1257	0.0205432364
1258	0.02050504469
1259	0.02045400126
1260	0.02041733043
1261	0.02039438803
1262	0.02035958965
1263	0.02030246766
1264	0.02026233723
1265	0.02022559476
1266	0.02019278423
1267	0.02016096148
1268	0.02014114308
1269	0.02010462422
1270	0.02006658514
1271	0.02002050222
1272	0.01998303892
1273	0.01995486755
1274	0.01989775139
1275	0.01985118226
1276	0.01981452061
1277	0.01979049682
1278	0.01974239222
1279	0.01969044462
1280	0.0196653525
1281	0.01964052772
1282	0.01961883745
1283	0.01958196226
1284	0.01955057351
1285	0.01951345613
1286	0.01947431296
1287	0.01943877469
1288	0.01940649598
1289	0.01937266877
1290	0.01932549855
1291	0.0193000876
1292	0.01927214366
1293	0.01923693821
1294	0.01919322028
1295	0.01913764688
1296	0.01911836032
1297	0.01909596457
1298	0.01906402023
1299	0.01901378294
1300	0.0189727968
1301	0.01894987617
1302	0.01891777407
1303	0.0188734171
